pkSeqID,stime,flgs,proto,saddr,sport,daddr,dport,pkts,bytes,state,ltime,seq,dur,mean,stddev,smac,dmac,sum,min,max,soui,doui,sco,dco,spkts,dpkts,sbytes,dbytes,rate,srate,drate,TnBPsrcIP,TnBPDstIP,TnPPSrcIP,TnPPDstIP,TnPPerProto,TnPPerDport,avgPD,attack,category,subcategory 
2030,1526344337,e,udp,192.168.100.148,35430,8.8.8.8,53,2,172,CON,1526344337,2106,0.007226,0.007226,0,,,0.007226,0.007226,0.007226,,,,,1,1,86,86,138.389145,0,0,843982289,1397925359,935945,1600165,12496232,6653783,276.7783006,0,Normal,Normal
3037,1526344338,e,arp,192.168.100.147,,192.168.100.1,,6,360,CON,1526345491,3081,1153.536621,0.000144,0.000019,,,0.000431,0.000127,0.00017,,,,,3,3,180,180,0.004334,0.001734,0.001734,802429775,1483034746,984057,1795512,2156681,1189569,0.005201395,0,Normal,Normal
3038,1526344338,e,udp,192.168.100.150,8612,192.168.100.255,8612,2,120,INT,1526344338,3082,0.01005,0.01005,0,,,0.01005,0.01005,0.01005,,,,,2,0,120,0,99.502487,99.502487,0,684163985,457740403,771379,654880,12160645,62474,199.0049751,0,Normal,Normal
3039,1526344338,e,udp,192.168.100.150,8612,192.168.100.255,8610,2,120,INT,1526344338,3083,0.010045,0.010045,0,,,0.010045,0.010045,0.010045,,,,,2,0,120,0,99.55201,99.55201,0,749500844,657941721,873586,823161,12692533,59462,199.1040319,0,Normal,Normal
3040,1526344338,e,udp,fe80::250:56ff:febe:254,8612,ff02::1,8612,2,156,INT,1526344338,3084,0.010024,0.010024,0,,,0.010024,0.010024,0.010024,,,,,2,0,156,0,99.760574,99.760574,0,25829380,2193,36730,12,12654236,59462,199.5211492,0,Normal,Normal
3041,1526344338,e,udp,fe80::250:56ff:febe:254,8612,ff02::1,8610,2,156,INT,1526344338,3085,0.010023,0.010023,0,,,0.010023,0.010023,0.010023,,,,,2,0,156,0,99.770531,99.770531,0,17763466,2746,39923,7,12719628,11,199.5410556,0,Normal,Normal
3049,1526344339,e,udp,192.168.100.147,60865,8.8.8.8,53,2,172,CON,1526344339,3089,0.007666,0.007666,0,,,0.007666,0.007666,0.007666,,,,,1,1,86,86,130.446121,0,0,681912039,1057814161,770939,1221052,12370043,6120078,260.8922515,0,Normal,Normal
4050,1526344339,e,udp,192.168.100.150,56155,255.255.255.255,3289,1,60,INT,1526344339,4081,0,0,0,,,0,0,0,,,,,1,0,60,0,0,0,0,1142877553,2517,1263801,8,12694421,4,0,0,Normal,Normal
4057,1526344340,e,udp,192.168.100.150,56854,255.255.255.255,1124,1,79,INT,1526344340,4094,0,0,0,,,0,0,0,,,,,1,0,79,0,0,0,0,995024799,7916,1109510,38,13098189,34,0,0,Normal,Normal
4113,1526344350,e,udp,192.168.100.150,58610,192.168.217.2,53,2,172,INT,1526344352,4123,2.500902,0,0,,,0,0,0,,,,,2,0,172,0,0.399856,0.399856,0,955481526,473906971,1034436,550294,12539798,5934937,0.799711464,0,Normal,Normal
4115,1526344351,e,udp,192.168.100.149,35915,192.168.217.2,53,2,172,INT,1526344354,4126,2.500109,0,0,,,0,0,0,,,,,2,0,172,0,0.399983,0.399983,0,758341251,380002414,871963,474412,13076953,6076347,0.799965122,0,Normal,Normal
4117,1526344354,e,udp,192.168.100.148,33862,192.168.217.2,53,2,172,INT,1526344356,4134,2.501172,0,0,,,0,0,0,,,,,2,0,172,0,0.399813,0.399813,0,856619942,416815586,927030,491244,12685292,5751108,0.799625136,0,Normal,Normal
4118,1526344356,e,udp,192.168.100.150,52938,8.8.8.8,53,2,172,CON,1526344356,4139,0.00725,0.00725,0,,,0.00725,0.00725,0.00725,,,,,1,1,86,86,137.931046,0,0,738417375,937458602,862386,1074884,12681204,5784573,275.862069,0,Normal,Normal
4164,1526344358,e,udp,192.168.100.149,59519,8.8.8.8,53,2,172,CON,1526344358,4185,0.007168,0.007168,0,,,0.007168,0.007168,0.007168,,,,,1,1,86,86,139.508926,0,0,654890486,923706919,714010,1058029,12832413,6048520,279.0178571,0,Normal,Normal
4193,1526344356,e,udp,192.168.100.147,57830,192.168.217.2,53,2,172,INT,1526344358,4137,2.500985,0,0,,,0,0,0,,,,,2,0,172,0,0.399842,0.399842,0,908467263,482625154,968964,533202,13254673,5905703,0.799684924,0,Normal,Normal
4220,1526344360,e,udp,192.168.100.148,52865,8.8.8.8,53,2,172,CON,1526344360,4241,0.00743,0.00743,0,,,0.00743,0.00743,0.00743,,,,,1,1,86,86,134.589493,0,0,599245251,848047813,667042,982305,12524765,5738844,269.179004,0,Normal,Normal
4287,1526344362,e,udp,192.168.100.147,52216,8.8.8.8,53,2,172,CON,1526344362,4308,0.00745,0.00745,0,,,0.00745,0.00745,0.00745,,,,,1,1,86,86,134.228195,0,0,689741173,782544722,735704,902262,12233575,5590023,268.4563758,0,Normal,Normal
4335,1526344032,e,udp,192.168.100.46,80,192.168.100.5,80,29726,28543568,INT,1526345717,3,1685.706909,4.947334,0.231518,,,1662.304321,0.710964,4.991788,,,,,29726,0,28543568,0,17.633553,17.633553,0,2222418411,2222418531,2591333,2591335,11859844,4284267,17.63414496,0,Normal,Normal
4336,1526344032,e,tcp,192.168.100.46,80,192.168.100.5,80,30157,28898696,CON,1526345717,4,1685.706909,4.947345,0.231582,,,1662.307983,0.710952,4.991786,,,,,30157,0,28898696,0,17.889231,17.889231,0,2182007353,2182007533,2628101,2628103,6064055,3985226,17.88982405,0,Normal,Normal
4337,1526344032,e,tcp,192.168.100.6,80,192.168.100.3,80,10056,2976576,CON,1526345718,5,1686.122192,4.832168,0.230037,,,1623.608521,0.655978,4.999866,,,,,10056,0,2976576,0,5.963387,5.963387,0,2067051071,3494900719,2570122,3991467,6425553,4066934,5.963980575,0,Normal,Normal
4338,1526344032,e,udp,192.168.100.7,365,192.168.100.3,565,16326,979560,INT,1526345718,6,1685.973267,4.893885,0.231947,,,1644.345215,0.655978,4.999755,,,,,16326,0,979560,0,9.682835,9.682835,0,2916439496,3161417559,3362701,3721694,12499323,1258626,9.683427561,0,Normal,Normal
4340,1526344032,e,tcp,192.168.100.5,0,192.168.100.3,0,18431,17131488,CON,1526345718,7,1685.80896,4.898582,0.235357,,,1645.92334,0.598172,4.999866,,,,,18431,0,17131488,0,10.932437,10.932437,0,1418150510,3192650957,1560043,3676328,5525931,1322674,10.93303004,0,Normal,Normal
4343,1526344033,e,tcp,192.168.100.3,59552,13.55.154.73,8883,3018,682915,CON,1526345712,8,1679.588989,3.947982,1.272364,,,1314.677856,1.51683,4.999982,,,,,1509,1509,583321,99594,1.796273,0.897839,0.897839,4828707254,19738483,5701006,21380,5009602,648739,1.796868174,0,Normal,Normal
4528,1526344032,e &,tcp,192.168.100.3,80,192.168.100.55,8080,59453,60884536,CON,1526345717,1,1685.706909,4.947914,0.228494,,,1662.499146,0.768694,4.999863,,,,,29727,29726,28717341,32167195,35.268291,17.634146,17.633553,5419574946,581071217,6276815,618690,5172469,618690,35.26888315,0,Normal,Normal
4529,1526344032,e,udp,192.168.100.46,3456,192.168.100.5,80,59452,59114121,CON,1526345717,2,1685.706909,4.947584,0.231615,,,1662.388062,0.710969,4.999863,,,,,29726,29726,30347258,28766863,35.267696,17.633553,17.633553,2110448557,2110448677,2534255,2534257,13122011,3879701,35.26828993,0,Normal,Normal
6609,1526344599,e,udp,192.168.100.3,15726,184.85.248.65,53,2,333,CON,1526344599,6740,0.215891,0.215891,0,,,0.215891,0.215891,0.215891,,,,,1,1,98,235,4.631967,0,0,4708918887,2118330,5537514,4551,12895780,6894735,9.263934115,0,Normal,Normal
6610,1526344599,e,udp,192.168.100.3,13392,205.251.194.167,53,2,366,CON,1526344600,6741,0.27849,0.27849,0,,,0.27849,0.27849,0.27849,,,,,1,1,98,268,3.590793,0,0,4173207040,819415,4962254,5395,12814017,6500791,7.181586412,0,Normal,Normal
6617,1526344600,e,udp,192.168.100.3,52067,192.5.5.241,53,2,1295,CON,1526344600,6748,0.031651,0.031651,0,,,0.031651,0.031651,0.031651,,,,,1,1,82,1213,31.594578,0,0,4242765841,3710531,4952044,3942,12557199,6611286,63.18915674,0,Normal,Normal
6618,1526344600,e,udp,192.168.100.3,14949,192.5.5.241,53,2,1209,CON,1526344600,6749,0.031568,0.031568,0,,,0.031568,0.031568,0.031568,,,,,1,1,70,1139,31.67765,0,0,3904963650,407315,4640954,1395,12604586,6666186,63.3552965,0,Normal,Normal
6619,1526344600,e,udp,192.168.100.3,5167,192.35.51.30,53,2,885,CON,1526344600,6750,0.164368,0.164368,0,,,0.164368,0.164368,0.164368,,,,,1,1,82,803,6.083909,0,0,4038466974,9998,4714158,44,12755182,6859064,12.16781855,0,Normal,Normal
6622,1526344600,e,udp,192.168.100.3,5720,205.251.195.97,53,2,323,CON,1526344600,6753,0.291631,0.291631,0,,,0.291631,0.291631,0.291631,,,,,1,1,93,230,3.428991,0,0,4179972243,36660787,4796316,130164,13215274,7350655,6.85798149,0,Normal,Normal
6625,1526344600,e,udp,192.168.100.3,56746,205.251.196.236,53,2,419,CON,1526344600,6756,0.009295,0.009295,0,,,0.009295,0.009295,0.009295,,,,,1,1,93,326,107.584724,0,0,4549605858,84252737,5167666,122188,12869348,7477686,215.1694459,0,Normal,Normal
6630,1526344601,e,udp,192.168.100.3,34560,199.7.91.13,53,2,1290,CON,1526344601,6761,0.016084,0.016084,0,,,0.016084,0.016084,0.016084,,,,,1,1,81,1209,62.173588,0,0,4781910511,50589381,5392720,66172,12598550,7171022,124.3471773,0,Normal,Normal
6631,1526344601,e,udp,192.168.100.3,49393,192.12.94.30,53,2,883,CON,1526344601,6762,0.16424,0.16424,0,,,0.16424,0.16424,0.16424,,,,,1,1,81,802,6.088651,0,0,4585871721,7894,5107239,23,12238072,6622685,12.17730151,0,Normal,Normal
7166,1526344601,e,tcp,192.168.100.3,56312,52.35.35.13,443,32,6689,FIN,1526344663,6765,61.740784,0.292655,0.331883,,,2.048587,0.15452,1.105515,,,,,18,14,2361,4328,0.502099,0.275345,0.210558,4111682968,29935,4675702,101,5918636,1222971,0.518295978,0,Normal,Normal
7645,1526344718,e,udp,192.168.100.6,138,192.168.100.255,138,2,500,INT,1526345618,7836,900.022827,0,0,,,0,0,0,,,,,2,0,500,0,0.001111,0.001111,0,1750403606,473453539,2144793,539616,11101161,539605,0.002222166,0,Normal,Normal
8486,1526344815,e,udp,192.168.100.3,18879,216.239.38.10,53,2,201,CON,1526344815,8728,0.180337,0.180337,0,,,0.180337,0.180337,0.180337,,,,,1,1,98,103,5.545174,0,0,4093328768,886859,4909722,14760,12126271,5825213,11.09034752,0,Normal,Normal
8487,1526344815,e,udp,192.168.100.3,65040,199.7.83.42,53,2,1301,CON,1526344815,8729,0.015493,0.015493,0,,,0.015493,0.015493,0.015493,,,,,1,1,85,1216,64.54528,0,0,4391974746,67618097,5128092,75146,11985329,5699876,129.090557,0,Normal,Normal
8488,1526344815,e,udp,192.168.100.3,36332,199.7.83.42,53,2,1401,CON,1526344815,8730,0.01513,0.01513,0,,,0.01513,0.01513,0.01513,,,,,1,1,70,1331,66.093849,0,0,4713945429,26691904,5465499,35612,11684474,6009776,132.1877065,0,Normal,Normal
8489,1526344815,e,udp,192.168.100.3,3144,192.42.93.30,53,2,891,CON,1526344815,8731,0.164297,0.164297,0,,,0.164297,0.164297,0.164297,,,,,1,1,85,806,6.086538,0,0,5260845148,25461070,6006380,26600,12269008,6460260,12.17307681,0,Normal,Normal
9004,1526344815,e,tcp,192.168.100.3,58240,172.217.25.170,443,40,7431,FIN,1526344986,8735,171.097824,0.103549,0.13648,,,0.414195,0.006026,0.338744,,,,,21,19,2996,4435,0.22794,0.116892,0.105203,5704597579,37275708,6521751,61318,5459620,973971,0.233784388,0,Normal,Normal
9021,1526344875,e,udp,fe80::250:56ff:febe:26db,5353,ff02::fb,5353,1,107,INT,1526344875,9298,0,0,0,,,0,0,0,,,,,1,0,107,0,0,0,0,63443580,287151397,67219,347031,13266201,1207654,0,0,Normal,Normal
9022,1526344875,e,udp,192.168.100.3,5353,224.0.0.251,5353,1,87,INT,1526344875,9299,0,0,0,,,0,0,0,,,,,1,0,87,0,0,0,0,5715314930,856348598,6521688,964376,12212776,1347746,0,0,Normal,Normal
9345,1526344913,e,udp,fe80::250:56ff:febe:e9d9,5353,ff02::fb,5353,1,107,INT,1526344913,9639,0,0,0,,,0,0,0,,,,,1,0,107,0,0,0,0,104890750,370944230,109326,390168,12753506,1551583,0,0,Normal,Normal
9346,1526344913,e,udp,192.168.100.5,5353,224.0.0.251,5353,1,87,INT,1526344913,9640,0,0,0,,,0,0,0,,,,,1,0,87,0,0,0,0,1180333197,1056925098,1335503,1188730,12697625,1683127,0,0,Normal,Normal
11109,1526345117,e,udp,192.168.100.4,5353,224.0.0.251,5353,1,87,INT,1526345117,11519,0,0,0,,,0,0,0,,,,,1,0,87,0,0,0,0,153252526,1050298429,233417,1134119,12828427,1780630,0,0,Normal,Normal
11110,1526345117,e,udp,fe80::c0c0:aa20:45b9:bdd9,5353,ff02::fb,5353,1,107,INT,1526345117,11520,0,0,0,,,0,0,0,,,,,1,0,107,0,0,0,0,4405730,565314834,5500,603946,12721464,1815446,0,0,Normal,Normal
11706,1526345186,e,udp,192.168.100.148,53571,27.124.125.250,123,2,180,CON,1526345186,12151,0.048705,0.048705,0,,,0.048705,0.048705,0.048705,,,,,1,1,90,90,20.531773,0,0,596847704,5076,704229,35,13191775,600649,41.06354584,0,Normal,Normal
11715,1526345187,e,udp,192.168.100.150,37024,27.124.125.250,123,2,180,CON,1526345187,12162,0.048645,0.048645,0,,,0.048645,0.048645,0.048645,,,,,1,1,90,90,20.557096,0,0,827101182,22649,890945,63,12931250,683774,41.11419468,0,Normal,Normal
12070,1526345228,e,ipv6-icmp,fe80::250:56ff:febe:89ee,133,ff02::2,0,1,70,NRS,1526345228,12539,0,0,0,,,0,0,0,,,,,1,0,70,0,0,0,0,3383848,177598675,6087,220968,220968,965050,0,0,Normal,Normal
12346,1526345259,e,udp,192.168.100.147,38810,129.250.35.250,123,2,180,CON,1526345259,12832,0.00697,0.00697,0,,,0.00697,0.00697,0.00697,,,,,1,1,90,90,143.472031,0,0,593693926,1228,685507,12,12128653,582802,286.9440459,0,Normal,Normal
12562,1526345284,e,udp,192.168.100.4,45057,91.189.91.157,123,2,180,CON,1526345284,13060,0.223549,0.223549,0,,,0.223549,0.223549,0.223549,,,,,1,1,90,90,4.473292,0,0,200814746,35996,212585,48,12039962,657039,8.946584418,0,Normal,Normal
12563,1526345284,e,arp,192.168.100.1,,192.168.100.4,,2,102,CON,1526345284,13062,0.000011,0.000011,0,,,0.000011,0.000011,0.000011,,,,,1,1,60,42,90909.09375,0,0,749400566,41933504,879074,45175,1560579,1306702,181818.1818,0,Normal,Normal
12608,1526345289,e,arp,192.168.100.4,,192.168.100.1,,2,102,CON,1526345289,13109,0.000251,0.000251,0,,,0.000251,0.000251,0.000251,,,,,1,1,42,60,3984.063965,0,0,120320574,913025387,156288,1061248,1612119,1219480,7968.12749,0,Normal,Normal
13934,1526345445,e,udp,192.168.100.150,50232,224.0.0.251,5353,1,88,INT,1526345445,14518,0,0,0,,,0,0,0,,,,,1,0,88,0,0,0,0,814133213,994624958,897347,1131232,11575830,1254341,0,0,Normal,Normal
13943,1526345446,e,udp,192.168.100.149,40285,224.0.0.251,5353,1,88,INT,1526345446,14527,0,0,0,,,0,0,0,,,,,1,0,88,0,0,0,0,1108874447,1011963763,1216733,1149112,12368168,1344868,0,0,Normal,Normal
13949,1526345449,e,udp,192.168.100.148,59441,224.0.0.251,5353,1,88,INT,1526345449,14533,0,0,0,,,0,0,0,,,,,1,0,88,0,0,0,0,709215572,1016790649,800617,1166877,12200669,1371012,0,0,Normal,Normal
13952,1526345450,e,udp,192.168.100.150,33816,224.0.0.251,5353,1,83,INT,1526345450,14536,0,0,0,,,0,0,0,,,,,1,0,83,0,0,0,0,772840716,1167780319,897715,1298179,13036713,1497878,0,0,Normal,Normal
13956,1526345451,e,udp,192.168.100.149,57131,224.0.0.251,5353,1,83,INT,1526345451,14541,0,0,0,,,0,0,0,,,,,1,0,83,0,0,0,0,686170292,1226039098,816943,1364329,13346389,1682537,0,0,Normal,Normal
13960,1526345452,e,udp,192.168.100.150,33956,224.0.0.251,5353,1,60,INT,1526345452,14545,0,0,0,,,0,0,0,,,,,1,0,60,0,0,0,0,775679815,1321331225,896578,1469444,12950706,1720177,0,0,Normal,Normal
13961,1526345452,e,udp,192.168.100.147,35795,224.0.0.251,5353,1,88,INT,1526345452,14546,0,0,0,,,0,0,0,,,,,1,0,88,0,0,0,0,423245872,1177034307,515887,1290903,13373877,1516511,0,0,Normal,Normal
13964,1526345453,e,udp,192.168.100.149,50421,224.0.0.251,5353,1,60,INT,1526345453,14550,0,0,0,,,0,0,0,,,,,1,0,60,0,0,0,0,561029438,805445631,717101,1014879,13246052,1207546,0,0,Normal,Normal
13965,1526345454,e,udp,192.168.100.148,51781,224.0.0.251,5353,1,83,INT,1526345454,14551,0,0,0,,,0,0,0,,,,,1,0,83,0,0,0,0,788187624,875309544,895812,1025620,13352512,1208933,0,0,Normal,Normal
13969,1526345456,e,udp,192.168.100.148,39502,224.0.0.251,5353,1,60,INT,1526345456,14556,0,0,0,,,0,0,0,,,,,1,0,60,0,0,0,0,879131286,812365069,936196,998677,12857613,1142417,0,0,Normal,Normal
13970,1526345457,e,udp,192.168.100.147,54674,224.0.0.251,5353,1,83,INT,1526345457,14557,0,0,0,,,0,0,0,,,,,1,0,83,0,0,0,0,646231378,1121341095,712858,1251213,12948515,1357550,0,0,Normal,Normal
13974,1526345459,e,udp,192.168.100.147,44248,224.0.0.251,5353,1,60,INT,1526345459,14561,0,0,0,,,0,0,0,,,,,1,0,60,0,0,0,0,711346705,1101906248,840353,1263472,13340481,1562225,0,0,Normal,Normal
13975,1526345472,e,udp,192.168.100.150,32985,224.0.0.251,5353,1,88,INT,1526345472,14562,0,0,0,,,0,0,0,,,,,1,0,88,0,0,0,0,575961382,1211783155,708031,1336609,13383308,1581674,0,0,Normal,Normal
13978,1526345473,e,udp,192.168.100.149,38008,224.0.0.251,5353,1,88,INT,1526345473,14565,0,0,0,,,0,0,0,,,,,1,0,88,0,0,0,0,1030403490,1249260636,1164815,1363597,13235019,1592995,0,0,Normal,Normal
13981,1526345476,e,udp,192.168.100.148,53917,224.0.0.251,5353,1,88,INT,1526345476,14568,0,0,0,,,0,0,0,,,,,1,0,88,0,0,0,0,405726709,1247158837,499276,1381849,13533451,1597271,0,0,Normal,Normal
13984,1526345477,e,udp,192.168.100.150,40086,224.0.0.251,5353,1,83,INT,1526345477,14571,0,0,0,,,0,0,0,,,,,1,0,83,0,0,0,0,943536281,1229189602,1066649,1400700,13612681,1589444,0,0,Normal,Normal
13987,1526345478,e,udp,192.168.100.149,51193,224.0.0.251,5353,1,83,INT,1526345478,14574,0,0,0,,,0,0,0,,,,,1,0,83,0,0,0,0,666509181,1257159743,780261,1433800,13702492,1708017,0,0,Normal,Normal
13990,1526345479,e,udp,192.168.100.147,35790,224.0.0.251,5353,1,88,INT,1526345479,14579,0,0,0,,,0,0,0,,,,,1,0,88,0,0,0,0,351946857,1314595958,401204,1480204,13813036,1716640,0,0,Normal,Normal
13995,1526345479,e,udp,192.168.100.150,57854,192.168.217.2,53,2,172,INT,1526345481,14578,2.501117,0,0,,,0,0,0,,,,,2,0,172,0,0.399821,0.399821,0,901784619,81983723,963641,132463,14042857,8391344,0.79964272,0,Normal,Normal
13996,1526345481,e,udp,192.168.100.148,41399,224.0.0.251,5353,1,83,INT,1526345481,14587,0,0,0,,,0,0,0,,,,,1,0,83,0,0,0,0,436192964,1356234207,512124,1593645,13945327,1948365,0,0,Normal,Normal
14028,1526345480,e,udp,192.168.100.149,43307,192.168.217.2,53,2,172,INT,1526345483,14585,2.500041,0,0,,,0,0,0,,,,,2,0,172,0,0.399993,0.399993,0,498502884,272383051,579064,318638,13784174,8564467,0.79998688,0,Normal,Normal
14029,1526345484,e,udp,192.168.100.148,42395,192.168.217.2,53,2,172,INT,1526345486,14622,2.501191,0,0,,,0,0,0,,,,,2,0,172,0,0.39981,0.39981,0,825089348,446397889,911854,485723,13527787,8633262,0.799619061,0,Normal,Normal
14030,1526345484,e,udp,192.168.100.147,46227,224.0.0.251,5353,1,83,INT,1526345484,14624,0,0,0,,,0,0,0,,,,,1,0,83,0,0,0,0,722043654,1260872980,776766,1467492,13649485,1643940,0,0,Normal,Normal
14044,1526345485,e,udp,192.168.100.150,49402,8.8.8.8,53,2,172,CON,1526345485,14639,0.007175,0.007175,0,,,0.007175,0.007175,0.007175,,,,,1,1,86,86,139.372818,0,0,487821096,772631159,640212,820860,13511219,8808876,278.7456446,0,Normal,Normal
15071,1526345487,e,udp,192.168.100.149,40567,8.8.8.8,53,2,172,CON,1526345487,15672,0.007346,0.007346,0,,,0.007346,0.007346,0.007346,,,,,1,1,86,86,136.12851,0,0,562357109,662479025,649277,776439,13261227,8627732,272.2570106,0,Normal,Normal
16143,1526345486,e,udp,192.168.100.147,40542,192.168.217.2,53,2,172,INT,1526345489,15663,2.500008,0,0,,,0,0,0,,,,,2,0,172,0,0.399999,0.399999,0,451055260,352999391,556434,403244,13582306,8669919,0.79999744,0,Normal,Normal
16275,1526345490,e,udp,192.168.100.148,47113,8.8.8.8,53,2,172,CON,1526345490,16883,0.006982,0.006982,0,,,0.006982,0.006982,0.006982,,,,,1,1,86,86,143.225433,0,0,670123665,836024140,821590,912091,13577737,8754658,286.4508737,0,Normal,Normal
17511,1526345493,e,udp,192.168.100.147,35391,8.8.8.8,53,2,172,CON,1526345493,18127,0.006987,0.006987,0,,,0.006987,0.006987,0.006987,,,,,1,1,86,86,143.12294,0,0,655240742,850610947,736750,904531,12978731,8726583,286.2458852,0,Normal,Normal
21597,1526345600,e,udp,192.168.100.5,56784,192.168.100.1,53,2,233,CON,1526345600,22198,0.052971,0.052971,0,,,0.052971,0.052971,0.052971,,,,,1,1,79,154,18.878254,0,0,1093695753,1243976979,1335769,1318385,12994793,8501966,37.75650828,0,Normal,Normal
21599,1526345600,e,arp,192.168.100.1,,192.168.100.5,,2,120,CON,1526345600,22200,0.000134,0.000134,0,,,0.000134,0.000134,0.000134,,,,,1,1,60,60,7462.686523,0,0,473919328,2007312775,526583,2366865,1311231,939679,14925.37313,0,Normal,Normal
21600,1526345600,e,udp,192.168.100.5,58787,192.168.100.1,53,2,233,CON,1526345600,22201,0.00019,0.00019,0,,,0.00019,0.00019,0.00019,,,,,1,1,79,154,5263.157715,0,0,616076732,888789419,884591,996793,13476243,8946054,10526.31579,0,Normal,Normal
